client_id,Apple,Microsoft,TotalEnergies,LVMH,Airbus,BNP_Paribas,Tesla,Amazon,ETF_SP500,ETF_CAC40,ETF_Monde,ETF_Technologie,ETF_Energie_Verte,ETF_Obligations,ETF_Immobilier
CLT_01185,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
CLT_01186,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0
CLT_01187,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1
CLT_01188,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0
CLT_01189,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0
CLT_01190,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1
CLT_01191,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0
CLT_01192,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
CLT_01193,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
CLT_01194,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1
CLT_01195,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0
CLT_01196,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
CLT_01197,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0
CLT_01198,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0
CLT_01199,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
CLT_01200,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1
CLT_01201,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1
CLT_01202,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1
CLT_01203,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
CLT_01204,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1
CLT_01205,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
CLT_01206,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1
CLT_01207,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
CLT_01208,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0
CLT_01209,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CLT_01210,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1
CLT_01211,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0
CLT_01212,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0
CLT_01213,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
CLT_01214,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
CLT_01215,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0
CLT_01216,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1
CLT_01217,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0
CLT_01218,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1
CLT_01219,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1
CLT_01220,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0
CLT_01221,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0
CLT_01222,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1
CLT_01223,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0
CLT_01224,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0
CLT_01225,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
CLT_01226,1,1,0,0,0,0,1,0,1,1,1,1,0,0,1
CLT_01227,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1
CLT_01228,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0
CLT_01229,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1
CLT_01230,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
CLT_01231,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1
CLT_01232,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1
CLT_01233,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1
CLT_01234,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0
CLT_01235,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
CLT_01236,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1
CLT_01237,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0
CLT_01238,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1
CLT_01239,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
CLT_01240,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0
CLT_01241,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
CLT_01242,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
CLT_01243,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0
CLT_01244,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1
CLT_01245,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0
CLT_01246,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
CLT_01247,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
CLT_01248,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1
CLT_01249,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1
CLT_01250,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1
CLT_01251,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0
CLT_01252,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1
CLT_01253,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1
CLT_01254,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
CLT_01255,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0
CLT_01256,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1
CLT_01257,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0
CLT_01258,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1
CLT_01259,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0
CLT_01260,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1
CLT_01261,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1
CLT_01262,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0
CLT_01263,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1
CLT_01264,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
CLT_01265,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1
CLT_01266,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0
CLT_01267,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0
CLT_01268,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1
CLT_01269,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
CLT_01270,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0
CLT_01271,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1
CLT_01272,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0
CLT_01273,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
CLT_01274,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
CLT_01275,1,0,0,0,1,1,1,0,0,1,1,1,0,1,1
CLT_01276,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
CLT_01277,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
CLT_01278,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1
CLT_01279,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
CLT_01280,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1
CLT_01281,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
CLT_01282,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0
CLT_01283,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
CLT_01284,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1
CLT_01285,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
CLT_01286,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0
CLT_01287,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0
CLT_01288,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1
CLT_01289,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
CLT_01290,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1
CLT_01291,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0
CLT_01292,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
CLT_01293,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1
CLT_01294,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0
CLT_01295,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
CLT_01296,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0
CLT_01297,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
CLT_01298,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
CLT_01299,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0
CLT_01300,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1
CLT_01301,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1
CLT_01302,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
CLT_01303,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
CLT_01304,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
CLT_01305,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
CLT_01306,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1
CLT_01307,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0
CLT_01308,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
CLT_01309,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
CLT_01310,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
CLT_01311,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
CLT_01312,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
CLT_01313,1,1,1,0,0,0,1,0,1,0,1,1,0,0,1
CLT_01314,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0
CLT_01315,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1
CLT_01316,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1
CLT_01317,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1
CLT_01318,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0
CLT_01319,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0
CLT_01320,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0
CLT_01321,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
CLT_01322,1,1,1,0,1,1,0,0,1,1,0,0,1,0,0
CLT_01323,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
CLT_01324,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1
CLT_01325,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1
CLT_01326,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1
CLT_01327,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
CLT_01328,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1
CLT_01329,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0
CLT_01330,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1
CLT_01331,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1
CLT_01332,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
CLT_01333,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0
CLT_01334,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
CLT_01335,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0
CLT_01336,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1
CLT_01337,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1
CLT_01338,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0
CLT_01339,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0
CLT_01340,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1
CLT_01341,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1
CLT_01342,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1
CLT_01343,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1
CLT_01344,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
CLT_01345,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0
CLT_01346,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0
CLT_01347,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
CLT_01348,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1
CLT_01349,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0
CLT_01350,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
CLT_01351,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1
CLT_01352,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
CLT_01353,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1
CLT_01354,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0
CLT_01355,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1
CLT_01356,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
CLT_01357,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
CLT_01358,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0
CLT_01359,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
CLT_01360,0,0,1,1,1,1,0,0,1,1,1,0,0,1,1
CLT_01361,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0
CLT_01362,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1
CLT_01363,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1
CLT_01364,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1
CLT_01365,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0
CLT_01366,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0
CLT_01367,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0
CLT_01368,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0
CLT_01369,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0
CLT_01370,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1
CLT_01371,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0
CLT_01372,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
CLT_01373,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
CLT_01374,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0
CLT_01375,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1
CLT_01376,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0
CLT_01377,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0
CLT_01378,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
CLT_01379,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0
CLT_01380,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
CLT_01381,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0
CLT_01382,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0
CLT_01383,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0
CLT_01384,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0
CLT_01385,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
CLT_01386,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0
CLT_01387,1,0,1,0,1,1,0,0,0,1,1,0,0,1,1
CLT_01388,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0
CLT_01389,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
CLT_01390,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1
CLT_01391,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1
CLT_01392,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0
CLT_01393,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
CLT_01394,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0
CLT_01395,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1
CLT_01396,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0
CLT_01397,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0
CLT_01398,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1
CLT_01399,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0
CLT_01400,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0
CLT_01401,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1
CLT_01402,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0
CLT_01403,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
CLT_01404,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
CLT_01405,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
CLT_01406,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
CLT_01407,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
CLT_01408,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0
CLT_01409,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
CLT_01410,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
CLT_01411,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1
CLT_01412,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0
CLT_01413,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
CLT_01414,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1
CLT_01415,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1
CLT_01416,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1
CLT_01417,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0
CLT_01418,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1
CLT_01419,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
CLT_01420,1,1,0,1,1,0,0,0,0,1,1,1,1,1,0
CLT_01421,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1
CLT_01422,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0
CLT_01423,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CLT_01424,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
CLT_01425,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1
CLT_01426,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
CLT_01427,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1
CLT_01428,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1
CLT_01429,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1
CLT_01430,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
CLT_01431,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
CLT_01432,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1
CLT_01433,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0
CLT_01434,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1
CLT_01435,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1
CLT_01436,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0
CLT_01437,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0
CLT_01438,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0
CLT_01439,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1
CLT_01440,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0
CLT_01441,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0
CLT_01442,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0
CLT_01443,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1
CLT_01444,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1
CLT_01445,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
CLT_01446,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0
CLT_01447,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CLT_01448,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
CLT_01449,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1
CLT_01450,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1
CLT_01451,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
CLT_01452,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1
CLT_01453,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
CLT_01454,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1
CLT_01455,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1
CLT_01456,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0
CLT_01457,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
CLT_01458,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0
CLT_01459,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
CLT_01460,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0
CLT_01461,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1
CLT_01462,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
CLT_01463,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0
CLT_01464,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
CLT_01465,0,1,0,1,1,0,0,0,1,0,1,1,1,1,0
CLT_01466,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1
CLT_01467,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1
CLT_01468,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0
CLT_01469,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
CLT_01470,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0
CLT_01471,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1
CLT_01472,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CLT_01473,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1
CLT_01474,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
CLT_01475,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
CLT_01476,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0
CLT_01477,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1
CLT_01478,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1
CLT_01479,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0
CLT_01480,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1
CLT_01481,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0
CLT_01482,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
CLT_01483,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1
CLT_01484,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1
CLT_01485,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1
CLT_01486,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0
CLT_01487,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
CLT_01488,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1
CLT_01489,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0
CLT_01490,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0
CLT_01491,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0
CLT_01492,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0
CLT_01493,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1
CLT_01494,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
CLT_01495,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0
CLT_01496,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1
CLT_01497,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
CLT_01498,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1
CLT_01499,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
CLT_01500,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
CLT_01501,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1
CLT_01502,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1
CLT_01503,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0
CLT_01504,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0
CLT_01505,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1
CLT_01506,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0
CLT_01507,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
CLT_01508,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
CLT_01509,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
CLT_01510,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0
CLT_01511,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0
CLT_01512,0,0,0,1,0,1,1,0,0,1,1,0,0,1,1
CLT_01513,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0
CLT_01514,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0
CLT_01515,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0
CLT_01516,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0
CLT_01517,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1
CLT_01518,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0
CLT_01519,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
CLT_01520,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1
CLT_01521,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1
CLT_01522,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
CLT_01523,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0
CLT_01524,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0
CLT_01525,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
CLT_01526,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1
CLT_01527,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
CLT_01528,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
CLT_01529,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0
CLT_01530,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1
CLT_01531,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0
CLT_01532,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
CLT_01533,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1
CLT_01534,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0
CLT_01535,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0
CLT_01536,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0
CLT_01537,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0
CLT_01538,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
CLT_01539,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0
CLT_01540,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0
CLT_01541,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1
CLT_01542,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0
CLT_01543,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
CLT_01544,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0
CLT_01545,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1
CLT_01546,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1
CLT_01547,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1
CLT_01548,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0
CLT_01549,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1
CLT_01550,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
CLT_01551,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
CLT_01552,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1
CLT_01553,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1
CLT_01554,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
CLT_01555,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1
CLT_01556,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1
CLT_01557,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1
CLT_01558,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0
CLT_01559,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0
